,content,label
1738,아주 편하고 좋음 수수료도 없고 기모링,1
4221,편리하고 무료 정책은 대박임 시중은행이 따라 올수없슴,1
4026,편리한건 1등,1
9571,좋아요,1
16628,본인인증하라하고 기변하라하고 다햇더니 또하라하고 반복ㅡㅡ...안써,0
15342,구플에서 카카오뱅크 검색을하면 왜 검색이안되는지ㅡㅡ,0
16738,계속 오류 나는데 상담톡도 오류고.. 무서워서 계좌 개설해도 못쓰겠네요.,0
5532,항상잘쓰는 어플,1
6834,사용하기편하네용,1
15693,자꾸 오류떠요! 빨리 조치취해주세요,0
3029,카카오뱅크를 만드는데 있어서 신분증촬영을 1시간 반을 해도 얼굴 인식이 어렵다고 하는데 이걸 대체할 방안도 없고 전화해보니 그냥 계속 하라는 말 밖에 없어서 만들고 싶어도 계좌를 만들 수가 없네여...... 인증이 한 방법으로만 되는거 자체가 어이가 없고 뭐 이딴식인지.. 사실 정말 실망 많이 했습니다,0
10369,좋아요,1
9678,최고,1
4284,편한데 안들어가질 때가 많아요,0
12680,기기변경시 뭔짓을 해도 카메라가 신분증촬영을 안함..  자동이라면서요..  빛도없고 너무어둡지도않고.. 신분증인식 소프트웨어가  90년대건가봐요?,0
5022,정말 편리합니다,1
11189,편리합니다,1
11184,굳라미,1
2732,업데이트를 하라는데...이틀째 계속 진행중이에요. 무슨문제가 있는걸까요?,0
15926,Miui 사용자 입니다. 앱을 키면 노란화면 이상으로 넘어가질 않네요,0
12361,모바일시대에 맞는 은행,1
9252,좋음,1
10803,굿,1
6578,포스터논란 직원 징계든 해고든 해라,0
8766,편리함,1
11396,좋음,1
6482,카카오미니 26일 저금 기간을 좀 더 늘려주세요,1
9973,좋아요,1
16868,청소년은 계좌를못만드나요?만들수있게해주세요,0
1070,갈수록 기능들이 추가되는데도 한눈에 보기 좋아서 정말 대단하다는 생각밖에 안들어요ㅎㅎ 감사합니다!!,1
5670,모든 은행을 이용 할수 있다는 사실 ㅎㅎ,1
4213,더나은 환경과 발전 바랍니다,1
1846,해외배송 수수료 저렴하고 입금이 빨라서 좋아요~,1
15968,체크카드는 언제 받을수 있는가요? 벌써 한달이 넘었네요..,0
3755,너무 편리하고 좋아요 ~~~^^,1
15959,너무 간편하고 좋은것 같아요 ^^ 잘 쓰겠습니다,1
10359,굿,1
8319,애미 뒤졌냐?,0
3776,신속하고 안전해요,1
17283,좋아요,1
3622,편리하고 좋으네영^^~,1
14088,너무 잘쓰고있음 이체도잘되고 조회도 잘되고 카드도 약 3일 걸린것같고 오류없이 잘쓰고있음,1
899,세이프박스 개설하려는데 어제부터 앱 업데이트가 안되네요 심지어 삭제하고 재설치도 안되고요,0
4326,은행 찾아갈 일이 없어져서 너무 좋음,1
4414,안전하지 않는 기기혹은 안전하지 않는 라며 꺼지는 이유를 알고 싶습니다,0
2049,간편하게 사용할수있고 진짜 너무편하고 좋아여!!!,1
12260,아니..8시 전에는 못들어가요..? 카카오뱅크 들어갈수가없네,0
10807,좋아요,1
1501,다 좋은데 해외에서는 접속이 안되고 그냥 꺼지네요ㅜ,1
1985,빠르고 편해서 자주 이용하고있습니다,1
10107,최고입니다,1
7607,믿고보는 카카오,1
7240,니들만 카뱅하냐?? 나도 카뱅한다 ㅎ,1
6193,"다크모드 적용 시켜주세요,,",1
5303,메갈 옹호기업은 안씁니다 바로 삭제해줄게~,0
12590,좋아요,1
15105,안들어가져요. 자꾸튕기네요?,0
4429,무엇보다 편리함 최고입니다,1
6217,어 네 좋네요^^,0
4999,편하고 좋네요,1
7761,편리해요,1
16660,"Error Code (null) Detail (SSL handshake aborted: ssl=0x67202100: I/O error during system call, Connection reset by peer) 에러코드뜨면서 실행도안됨.  상담톡은 계속 연결실패뜨고. .",0
247,"단점 1) 체크카드 종류가 한 종류 뿐이고 프로모션 시즌3에도 4에도 주유할인 같은건 넣어주는데 왜 대중교통비 할인이나 도서구매 할인 같은건 계속 제외하는지 모를일 혜택 써먹을 일이 별로 없다. 2) 편의점은 gs25가 주변에 제일 많은데 gs25 cd기 출금만 출금 수수료 내야 한다. 하필 gs25만??왜?? 세븐일레븐은 atm/cd기 없는 곳이 더 많고 제일 많은건 gs25인데 딱 gs25만 안해주는건 무슨 심보인지... 3) 다른 은행들은 한도제한계좌 푸는 방법으로 대학생들이 쉽게 풀수 있게 등록금 납입확인서 제출 방법이 있는데 카뱅은 그런게 없다. 4) 1번과 유사하지만 20대들은 위한 카드 상품이 더 많았으면 한다. 지금 혜택들 중에서 쓸만한건 영화할인 밖에 없다. 통신비도 요즘 알뜰통신사 많이 쓰는데 5만원씩이나 나와야 할인 되고, 쿠팡이나 위메프 제일 많이 이용하는데 별 할인도 안되는 지마켓이나 옥션 같은거에나 혜택 붙이고 ㅉㅉ KB가 위탁 업체면 혜택도 그리하지",0
51,"수수료 면제부터 가입, 관리까지 너무 편하고 좋아요 유일하게 추가되었으면 하는 기능이 계좌정렬인데 만기일 기준으로, 가입일 기준으로 정렬선택 가능하게 해주시거나 가장 좋은건 드래그로 위치를 마음대로 조정할 수 있다면 최고일 것 같습니다",1
693,통장이 많아서 모임통장 개인통장이 막 섞였는데 편집을 통해 정리할수 있어서 좋아요!,1
13701,이미 인증도하고 신분증촬영도 했는데 또인증하고 신분증촬영하라니 좀번거롭다,0
3909,"그동안 써오던게 있어서 2점은 줍니다 지금 유치하고 있는 예금으로는 은행 운영이 도저히 안됩니까? 왜 이렇게 무리한 이벤트를 해서 기존에 쓰고있는 이용자들에게까지 불편을 초래하는지 모르겠습니다  저만 로그인, 이체 장애 겪는건 아닌거 같은데 말이에요 중요한순간에 이체가 안되면 인터넷은행이 다 무슨소용이냐 말이에요 전화는 계속 불통에... 고객센터 상담원직원분들이 실제로 존재는 하나요?   고객센터라는데가 실시간 대응 하라고 있는거지 기계랑 답도 안나오는 말장난 주고받으라고 있는건 아니잖아요 왜자꾸 챗봇이 등장해서 안그래도 짜증나는데 화를 키우냐 말입니다  원래 쓰던 거래은행으로 돈 빼서 옮기고 계좌 삭제하는거 일도아니에요... 벌써 저부터도 이런거 몇번 겪고나니 이 은행을 계속 써야하나?  의문이 많이 듭니다  진짜 중요한게 뭔지 판단을 잘해주세요",0
11426,굿,0
10631,좋아요,1
1785,적금가입과 해지가 쉬워서 편리함,1
8724,좋아요,1
11718,Very good,1
13836,좋아요,1
14399,금감원에서 관리감독 좀 철저히 부탁드립니다,0
13895,얼마나 더 자세한 신분증 사진이 필요한건가요 검정배경에 빛반사없이 다 선명하게 나와도 안되는데,0
16406,미성년자도 계좌좀 만들게해주세요 다른은행 다되는데 여기만 안되네요,0
17214,굿,1
8504,좋아요,1
865,A50 쓰는데 카드 내역을 보려고 하면 계속 튕겨요;;; 최대한 빠른 시일내에 해결 됐으면 좋겠어요,0
14573,매우 편리합니다 ^^,1
3021,이거 만14세 이상부터는 체크카드 만들 수 있게 해주세요. 보통 체크카드만들 때 만14세 이상이면 만들 수 있는데 카카오뱅크는 왜 만17세 이상부터 만들 수 있나요? 그리고 카카오 프렌즈 캐릭터는 만14세 이상이 더 관심이 많아 더 많이 만들건데 왜 굳이 만17세 이상부터 인가요? 그니까 최대한 빨리 만14세 이상부터 만들 수 있도록 해주세요,1
10087,굿~,1
2244,좋아요 간단하고 정확한게,1
3739,완전 편리해요~ 감사합니다.^^,1
1113,신분증을 몇 번이나 찍게 만드는지.. 결국 일일 등록 횟수 초과돼서 내일 등록해야 하네,0
16331,ㅋㅋㅋㅋ 별하나주기도 아깝네욬ㅋㅋ  상담사인지는 모르겠지만 .  ㅋㅋㅋㅋㅋㅋㅋ 본인인증 오류 라고 5회 내일하라는  개념이 밥말아드셨네,0
14159,대출 한도 조회 클릭만 2주째하고 있네요...그냥 막아둔거 아닌가요??,0
9118,편리함,1
2058,편하고 atm무료. 적금도 들기 쉬움,1
366,"K뱅크에 비하면 뭐든 다 떨어지고 않좋고.. 결정적으로 한도계좌로 1일 200만원 이체 제한건것도 불편하고, 세이프박스도 1천만원뿐이 않되고.. 이건 뭐 계좌개설하고 사용하고 싶은 생각이 뚝 떨어지네요.",0
11724,편해요,1
7356,다운로드힘드네요,0
11655,Good,1
2439,편리하고 간편해서 좋아요,1
12205,본인인증후 명의가 다른폰에서도 사용할수있게 좀 해주세요,1
9795,편함,1
15719,기원합니다 대한민국 최고로 그이상 세계로 세계로,1
15233,뉴스에선 오전10시까지 3.5만 계좌개설 됐다고 떠드는데 정작 앱은 무한재실행 되고 가입은 꿈도 못꾸는 상황인데 신뢰성에 의구심이 드네요 아직까진,0
17516,로 이,1
7936,카뱅 잘가라,0
2406,너무 잘쓰고잇어요 편합니다 보안에 신경써주세요 응원합니다,1
3284,휴대용 금고(최고임다),1
6383,진짜 갓카오가 세상을 바꾸고있다 타은행 어플쓰면 공인인증서니 뭐니 개복잡했는데 요세 카카오뱅크 따라한다고 간편비번으로 바꼈드라 ㅋㅋㅋㅋ,1
11154,굿,1
9000,좋아요.,1
16256,어플실행안됨...,0
14400,일주일째 대출한도 조회가 안되네요. 정말 접속자가 폭주해서 안되는건지. .  시스템이 안되는건지..... 정확히 안되는 원인을 공지해주세요. 되지도 않는 시스템 계속 들어오게 하지말고...,0
8986,편하고 쉬움,1
14469,대출조회가 클릭 수천번해야 넘어가네,0
6583,너무 편한데?ㅋㅋ,1
3723,간편하고 사용이 펀해요~,1
16382,앱 카카오 시작까지 들어가서 바로 종료 됩니다 g pro2,0
7723,넘. 이쁘네요,1
10438,최고입니다,1
13258,편리하고 귀여운 ui가 마음에 드네요 ^^,1
16054,최악 완전 쓰레기 앱,0
9573,굿,1
11929,굿,1
13902,앱 업데이트이후 실행이 안됩니다,0
9169,굿!!!,1
17240,굿,1
16805,좋은것 같아요ㅎㅎ,1
5005,정말편리하고 좋습니다.^^,1
873,폰한번 바꾸면 등록도 번거롭고 패턴이랑 비밀번호 잃어버리면 영상통화로 찾는것도 불편해요,0
9396,굿,1
7939,애용 하네요,1
13652,너무 편해요~,1
541,ㅣㅣ극비 입니다 그리곤 ㆍ 그냥,0
7795,넘 편해요~,1
12701,갤럭시 유저입니다. 휴대폰 좌측하단 메뉴버튼 누르면 최근 사용한 앱들이 뜨는데 카뱅은 최종 화면이 그대로 노출되네요.. 가령 네이버 웹툰의 경우 회색으로 아무것도 노출 시키지않습니다. 중요한 금융거래이니만큼 사소한 보안 노출도 세심하게 살펴주셨으면 좋겠네요,0
11890,좋습니다,1
5850,이게 그 유명한 메갈뱅크 인가요?,0
3055,잘썼는데 페미 때문에 손절합니다,0
6112,카카오뱅크는 은행에 관한 업무에 있어서 국민은행에 완전 종속되어 자체 결정과 결재권은 전혀 없는 얼굴마담 역할만 수행하는 저질 금융입니다,0
3924,은행지점이 있는 것도 아닌데 오류가 생기면 어디서 처리해야하나요..? 다른 은행은 방문하면 풀리니까 이용하는데 지장없는데 흠..,0
13957,"마통 개설하려고 한도액 조회를 수십번 시도한 것 같네요. 늘 똑같은 잠시 뒤에 시도하라는 메시지만 보여주는데, 차라리 대기순번에 추가 시켜주고 내 차례가 되었을 때 푸시로 알림을 주는게 더 낫지 않을까 싶네요.. 간편해서 가능하면 마통 갈아탈까 했는데 이렇게 해서는 그냥 기존 은행을 이용하는게 낫지 않나 싶을 정도입니다.",0
770,아니 계좌설립하려면 이름이랑 주민번호 입력하라고뜨는데 정확하게 입력을 해도 다시입력하라그러는데 계속그래서 걍 안쓰고있어요;;,0
13346,은행업무 신속하게 보고 편리합니다,1
14755,뭐 접속할때마다 기기변경 하라고 그래요 짜증나게,0
1933,잘만 쓰고 있었는데 갑자기 안전하지 않은 기기라는건 무슨뜻? 그때랑 비교해서 어플 추가로 다운받은것도 없는데,0
2904,이동철 어렵다.하지마니체는편했다,0
12062,굿,1
7518,후속조치바람,0
5822,멀리안간다 k뱅크도 같이쓰고있거든ㅋㅋ,0
4065,"기기변경로 신분증인증 5일째 실패 가입은 초스피드로 해주더니, 기기변경은 왜 안해주니? 심보더럽",0
6917,카카오뱅크 쓰레기같아요,0
14293,카카오뱅크 후불교통카드 최악입니다. 사용시 에러 있으니까 사용하지 마세요! 사용할 수 없는 카드라고 나오는데 부산에서는 되고 김해에서는 안되고 막 그래요! 최악임! 카뱅 망해야 함,0
2352,감사요^^,1
10652,좋아요,1
7223,이거 그냥 그래요,0
12727,넘 간단하고 편해 주위분들께도 권하고 잇네요~^^,1
14677,"같지만 정말 다르네요. 대출한도 조회 먹통, 고객센터 먹통, 카카오톡문의 먹통, 24시간 어플 먹통, 대출은 선착순인가보네요. 그러면서 cf광고는 무지막지하게 보기싫어도 계속 나옴. 같지만 정말 다른게 아니고 같지만 정말 나쁨 이네요.",0
11973,"카메라가 고장났는데 신분증 어떻게 찍나요,,, 셀카모드로 찍을 수 있게도 해주세요 ㅜㅜ",0
16138,대환대출도 가능한가요?,1
10063,편해여♡,1
7770,필수인듯,1
8277,👍,1
11286,굳쟙,1
10385,괜찮네여,1
14568,화면 들어갈적마다 신분증 촬영해야하는거임???이걸 어케 써요?,0
6214,호호하게 시작하여 대부를 위하여ᆢ,1
495,신분증 확인할때 사진촬영을 하면 뭐합니까...앱이 확인을 못하는데 재촬영을 해도 똑같이 확인을 못하고 이러는데 어떻게 쓰겠습니까?,0
11994,엄청 편하네요. 주위에 추천 많이 하려구요.. 26주 적금 신박하네요!!,1
5136,후속조치 어떻게하실건지? GS보고도 감이안오시나요? 그것들은 웰케 티를못내서 안달인가 회사에 피해를끼친걸 아무조치없이냅둔다? 그럼 회사측에서도 관련자가있다는것입니다,0
15041,본인인증이 안됩니다 설마 미성년자는 이용 못 하나요?,0
4319,왜업데이트가잘안되나요?저만그런가요?,1
16759,쫌. 실망,0
2939,카카오뱅크 사용하다 폰을 바꾸는바람에 사용못하고있습니다 제 명의가 아닌 부모님의 명의로 바꾸어서 기존계좌를 사용하지 못하고있는데요 인증시 휴대폰인증 이외에 신용카드인증이나 아이핀인증이 추가되었으면합니다,0
8734,좋아,1
16306,"계속 같은 기기를 사용하고 있음에도 로그아웃되어 수시로 기기변경을 해야돼서 굉장히 불편합니다. 신분증이 없을 때는 본인인증도 할 수 
없어서 필요할 때 서비스 이용이 불가능하네요. 개선 부탁드립니다.",0
10939,굿,1
2829,편리하고 간편해요,1
14837,이제 안정화 되는 것같군요..빠르고 차별없는 은행 만들어 주세요..,1
9477,좋아요 군,1
9547,굿입니다,1
7897,사용편해요,1
17526,제미잏다,1
9505,편하고 좋아여,1
2337,사용하면 할수록 매력이 있습니다 감사합니다 ^^,1
6666,남성혐오 카카오뱅크야 오늘부터 돈다빼고 계모임통장도 싹다바꿔? 후속조치 똑바로 해서 관련직원 퇴출시키십시오!!,0
12097,현재 잘쓰고 있어요,1
14312,이 어플 신분증 촬영하는데 lg q6같은 휴대폰은 자동으로 와이드 촬영 설정이 돼서 신분증이 칸에 안맞아요ㅠㅠ 오류해결좀....,0
3245,다른 금융어플은 잘되는데 카뱅만 '안전하지 않은 프로그램 또는 시스템이 탑재된 기기로 판단됩니다. (710) 이런 문구가 뜨면서 강제종료 되는데 해결방법 없나요?,0
16910,첫날부터 앱 오류..,0
9,"금번 1.13 업데이트 이후 로그인시 패턴을 두번씩 입력해야하는 오류가 발생합니다. 그전에는 없던 오류인데 수정 필요합니다 참고로 백업해 두었던 이전 버전(1.11)으로 롤백,설치하면 해당 오류 발생하지 않습니다 덧붙여 불규칙적으로 로그인시 패턴을 그릴수 없는, 즉 인식하지 못하는 현상도 발생합니다(아래 리뷰 보면 동일증상 호소하는 유저 있음) 사용환경은 안드로이드6.01 입니다",0
16086,앱이 어디간거임???,1
6392,현존하는 은행앱 중 최고,1
16234,좋은,1
16324,신분증 사진 계속다시찍으라네..잘찍었는데 숫자 잘못나오고 고쳐지지도않고 짜증나서 안할란다,0
11453,최고에요~~~,1
5783,잘 사용하고 있어요.,1
10885,좋아요,1
1902,Meizu 16th 기종에서 앱이 검색도 안되고 다은로드가 안되고 있습니다. 기종에 대해서 다운이 불가능 한건가요?,1
11709,좋음,1
12197,세이프박스 입금시 입금가능금액 보이도록 수정바랍니다.,1
8035,넝 좋아요,1
9618,좋아요,1
911,군더더기를 쫙 뺐네요. 꼭 필요한 것만 담아서 직관적이고 사용이 편리합니다.,1
3524,카카오 계정으로 로그인했는데 내 카카오 계정 아니라면서 초기화하고 다시 하라길래 폰번호로 했더니 신분증 사진은 계속 인증실패로 시간만 1시간 버리고 포기함. 짜증나서 못쓰겠음,0
10027,좋아용,1
5488,다른은행다안쓰고 카뱅만썻엇는데 코인때매 케이뱅크쓰면서잘안쓰다가 메갈이미지보고 그냥탈퇴후삭제합니다,0
7209,편리해요,1
14409,실명확인 자체부터 안됨. 전화 연결도 전혀 안되고... 최악 중 최악... 기대한 내가 잘못이지 ㅎ,0
1346,계좌 만들려고 이름이랑 주민번호까지 다 입력했더니 계속 실명이 올바르지 않다네요 정확히 입력했는데 왜 이런거죠,0
13890,복잡한거없이 간편해서 정말좋아요!,1
4316,쓰레기들임 전세대츌시 신규아파트는 신규아파트라 대출불가. 타은행 전세대출중이면 그것도 불가 뭔 은행이 안된다는게 더 많음 그냥 속편하게 다른은행 처음부터 알아보세요,0
9578,좋아요,1
17213,좋아요,1
15859,계좌 개설부터 계속 에러 뜸 ..진행이 안됨. 왜 이렇게 오픈했는지 이해안됨...,0
10284,굿,1
5727,사진인식이 아예안됨ㅋㅋ 거의 사기급,0
2284,이거쓰면 다른은행 아예안쓰게되는게 단점,1
13420,좋아요,1
10466,굿굿,1
9173,굿~~~^^,1
13182,쓰기편해요~,1
7925,넘 간편해요,1
4282,너무 편리하고 좋네요,1
13512,진짜 최악이다 상담부터 배송까지 한달훨씬넘게기다리면서 무슨 본인수령해야된다는걸 반송되고서알려주네 배송기사는 연락도없고 9월29일에 배송완료됬다고떳는데 연락하나없이 내가 유선상담하니까 이제서야 이렇게말하네 진짜 최악입니다 그냥 체크카드쓰세요 너무최악;,0
4974,스마트 otp 되게해 주세요 인터넷은행인데 스마트otp가 안되는게 웃기는일 아닌가요?,0
17486,메갈어플,0
8263,좋아요,1
10832,굿,1
2516,여러모로 편리하고 수수료 혜택 굿,1
11132,좋구만,1
13821,참좋다,1
6592,카카오 미니 들어다면 바로 튕기네요;;,0
9428,편리함,1
10603,Good~~~,1
13835,좋아요,1
15834,지금은 접속이 안되네요~겨우 개설 했네요 ..어제도 그렇고.. 빠른시일에 순조롭게 되길..,0
3383,기존의 은행 패러다임을 모두 갈아엎은 최고의 은행. 공인인증서만 발급해주면 참 좋겠다!!,1
14255,자꾸 안들어가져서 지우고 다시 깔았는데 기기변경 인증하라네요ㅋ 나 이 폰으로 며칠전에 가입 인증 신청 다 했는데 무슨 빌어먹을 기기변경이야 ㅋ 참고로 전 안드로이드 6.0.1 버전입니다 ㅋ,0
16730,설치가왜안되죠,0
10911,So Good,1
14422,사용하기 편하고 좋아요 단지 초기라 고객센터 연결이 지연되는 문제점은 있음,1
14007,주민등록번호를 알맞게 쳣는데 왜 안된다고뜨죠,0
1919,사용하기 쉽고 언제든 이용하기에 적합 해요,1
11901,젛아요,0
11163,좋드만요,1
15055,간편한 기능 믿을 수 있는 앱~~^^,1
79,너무 너무 편하고 일단 이체 수수료가 없다는게 굉장히 도움이 많이 되고 있어요.본인 계좌 등록해서 쓰는 이점도 엄청 나네요.감사할 뿐입니다.,1
1229,잘 사용하고 있습니다. 다만 토스나 뱅크샐러드 연동이 안되서 아쉽습니다..,0
58,"실시간 사용에 아주 편리합니다. 또한, 거래자의 입맛에 맛게 선택할 수 있는 종류도 다양합니다. 개인적으로 은행 백화점(?) 같아 아주 편리하게 다양하게 사용하고 있습니다.",1
4726,불편함이없어요 너무좋아,1
4945,편리하고 좋습니다,1
8612,편리함,1
9119,좋아요,1
6122,편해서 좋아요,1
13538,저만 그런가요? 요듬 왜 그러죠?자꾸 기기변경떠서 인증만 몇번째인지.. 신분증촬영은 이제 되지도 않네요,0
10453,조아,1
5601,잘 사용하고 있어요,1
1395,사용하기 간단하고도 편리한 앱사용은행 강추,1
7266,편리해요,1
2830,쉽고 깔끔하고 좋습니다.,1
11582,좋아요,1
12492,아니 신분증 사진찍는거 인식이 왜 이따구입니까 찍히지도않고 찍어도 다시찍으라고라고 화가나네요 하,0
17076,편리합니다,1
6616,26주적금 홍보물에 남성비하 이미지... 고객을 뭐로 생각하는거죠?,0
8083,좋아요,1
3878,편리하고 좋네요,1
12908,편하고 좋아요,1
16988,다운자체가 안되네,0
13740,인프라가 구성된다음에 출시할것이지... 대응 진짜 못해서 출시이후부터 아직도 대혼란이네?? 일 어따구로 하는거임? 다음카카오가 작은 회사도 아니고,0
17141,굿,1
6379,잘 쓰고 있습니다.,1
17051,좋아 요,1
16710,카드도 못만듬 드러워서 안써;;;,0
15961,카카오 팬인데 실망스럽네요...,0
3938,편리하고 좋네요,1
11491,좋아요,1
11538,굳,1
16286,넘해,0
10264,편리합니다,1
5163,제로페이 기능 추가해주세요,1
7984,남성혐오기업,0
8473,너무 good,1
16857,킷캣은 지원 안하나요?,0
9051,Very good,1
728,모임통장 너무 잘 사용하고 있습니다. 그런데 회원입금현황 페이지에 기간별 검색 기능 추가 요청드립니다.,1
10309,굿~~~~^^,1
5553,주 사용으로 최고인듯,1
965,카뱅도 만보기 기능이 있으면 좋겠어요,1
15363,신분증재촬영만10번째임 되지도않는거 왜만든건지,0
3227,편하고 매력적인 금융혜택이 많네요ㅎ,1
5052,너무 편해서 좋아요,1
4181,1점도 아깝다. 돈 보내고 나니까 오류 때문에 앱이 안열리네. 카카오 망해라 내돈ㅠㅠㅠㅠㅠ 고객센터는 왜 전화가 안되는데!!!!!!!!!,0
13797,너무 편해요..수수료 걱정도 없고,1
11954,다 좋은데 뱅크셀러드라는 어플이랑 연동되게 노력좀 해주세요... 카카오 뱅크랑만 연동이 안돼서 유저들이 쌍방으로 힘들어요 ㅠ,1
15125,굿잡,1
2857,아니 제가 비번 까먹어서 재설정 했는데 복구가 안되서 계좌 못보고 있어요...제발 도와주세요..,0
1797,업데이트버튼누르면 다운로드대기중으로 뜨고 진행이 안되는데 이유가 있나요?,1
10121,좋아요,1
4317,넘 좋은데 얼마전부터 적금 만기일 이자조회가 당일 날짜까지만 조회되구 만기일 이자조회가 안되네용 ㅜㅜ,1
12774,겁나짜증남.  핀으로 해도 계속 인증하라하고 인증문자도 안오고 계속오류라고함 진심짜증날라고함,0
3119,언제 어디서나 간단하게 이용편리합니다,1
15590,카카오페이랑 카카오뱅크 나눠놓은 이유기뭐내 개 불편해서 이걸 어케씁니까 ㅋㅋㅋ,0
6439,완전개조슴,1
7566,성인들도26일적금생겼음좋겠음,1
6730,적금 넘 좋아용,1
11957,이 어플 최악입니다 차라리 토스를 쓰겟습니다 인식도 엄청안되고 이제 카카오 자체를 안쓸랍이다.,0
11811,최고,1
6416,일처리가 너무 빨라서 애용중 여윽시 카카오 토스에서 갈아탐👍👍,1
14298,로그인 할 때말고 이체할 때도 지문으로 이체할 수 있게 해주세요  타 은행보다 공인인증서없이 암호로 하는건 편하고 좋지만 카카오페이는 지문으로 송금이 되는데 정식 은행앱에서 지문이체가 안되는건 말이 안되는거 같아요.,1
2778,갑자기 바껴서 적응이 어렵습니다 ㅠㅠㅠㅠㅠㅠ,0
15853,이 거지같은걸 누가 만들었나요?ㅋㅋㅋ 계좌만드려고 신분증촬영 아무리 해도 통과안됨ㅋㅋㅋㅋ휴~~ 역시 케이뱅크가 최고지!,0
14170,정말좋네요.,1
7780,카뱅은 진리,1
7192,다른은행들 배워야함~~^^,1
8130,As,1
1014,송금하는 것도 편리하고 다 좋은데 지문인식이 계속 안된다고 뜨는데 그 이유를 알고 싶어요..,1
9417,최고,1
14929,미성년자도 이용할수있게 해주세요 요즘 용돈관리를 체크카드로 하고있는 청소년학생들이 많은시대인데 카카오뱅크는 아예 미성년자는 실명인증도 못하게 막아놓았네요 계좌만들면 카드도 수령할수있다해서 어플깔았는데 이게 뭔가요 어플다운로드 횟수만 높이게 되는 꼴인거같아요 개선해주세요,0
24,"노트9 안드로이드 파이버전입니다. 몇일전부터 계속 ""기기의 지문정보가 변경되어 지문 인증을 사용할 수 없습니다"" 메세지가 나와서 지문 재등록 하고 사용하다가 또 몇시간이나 하루 간격으로 이 메세지가 수시로 떠서 다시 재등록하곤 합니다. 왜 이런지요? 앱을 지우고 다시 설치해도 동일합니다.",1
8747,최악,0
6799,사용하기 좋아요 ㅎ,1
5030,아주 편하고 좋아요,1
14037,엄청편함. 잘되는데 왜 안된다는지 모르겠네 ㅋ.ㅋ,1
7420,남혐은행 정신차리세요,0
10213,좋음,1
11381,좋아요,1
13702,하 본인인증하는데 패턴 그리라해서 그렸더니 아니라고해서 바꿨는데 적용도 안되고 계좌로 소액 입금하면 인증되게 해준다해서 은행가서 입금하는데 입금도 안되서 전화했더니 받지도 않고 띠띠딩띠띠 카카오뱅크~ 이노래만 십오분 듣다가 상담원 연결 포기하고 시부레 집에와서 열폭하면서 글남김,0
2468,1회 이체한도 1억으로 설정해놨는데 왜 한도가 100만원이라고 떠서 안되는거임?? 그지같네 진짜,0
10602,편해요,1
13818,편하고 좋아요,1
5135,이체가 편하고 이자가 없슴,1
1942,아주 편리합니다. 계속 개선시켜 주세요.,1
8372,좋아,1
7710,간편 합니다 ㅎㅎ,1
344,무직자 담보대출도 부탁드립니다 카드로 소득추정하는것도 좋은방법인듯,0
4976,이은행 저은행 다써봤지만 카뱅이 진짜 간결하고 편합니다.,1
12688,지깁니다~~^^♡,1
11030,굿,1
16670,5분같은소리하조 자빠져있네,0
2975,"자주쓰는 계좌 등록이 없어서 매달.새로작성. 관리비,세금. 국세 자동이체는 전혀안되는 은행 제발 분발좀 다른은행으로 주거래처 교체예정 아! 이체한도를 올리려니 뭐그렇게 까다롭게 구는지 내통안내돈도 허락받고 보내야하고...아직 불편함이 많은금용업체입니다",0
1062,이름과 주민등록번호를 몇번씩이나 똑바로 쳐봐도 실명이 맞지 않다면서 오류가 뜨네요. 제가 지금까지 제 이름을 잘못 알고있기라도 했다는건가요?ㅋㅋㅋㅋㅋㅋㅋ,0
3499,내가 별점주러 여기까지 기어와야함? 기술력이 딸리면 절차를 만들지 말던가 신분증 사진 백여장 찍어도 인식을 못하면 쓰라는거냐 말라는거냐? 어플을 써봐야 평가를하지 사용 자체를 못하는데 뭘평가하라는거냐,0
7611,진짜좋아요,1
4372,편리하게잘사용하고있습니다,1
11983,어플 다운받아 사용하고 잇는데 어느날부터 같은 어풀이 2개라 1삭제하면 안되죠?,0
17616,굿쯔,1
15747,주거래은행 옮길준비 끝,1
7706,감사한 앱,1
2411,오....일단 아직까진 문제없이 쓰구있어요 엄청 편해요,1
12045,굿,1
12959,남색화면에서 안켜지는데 어떻게하나요. 구글 캐시삭제로 될 문제가아니고 어플문제같은데. 저말고도 다른분도 이런현상이 있는거같은데 답변좀해주세요. 은행이용을 못하고있어요,0
3418,관리자들의 안일한대처에 별점 1점 줍니다.,0
5696,불편합니다.디자인도 신경써주세요.,0
16169,되는게 뭐에요?? 상담원은 자러갔어요??,0
8806,메갈뱅크,0
9899,굿입니다,1
5245,신용관리 무료써비스 완전만족,1
14748,돌았나. 지웠다 다시깔아도 이건 뭐 본인인증 계속 오류나고,0
8552,열심히,1
17534,남혐,0
12413,체크카드 사용 문자 보내주실때 잔액 표시는 안되나요?,1
15151,Good,1
12618,좋아요,1
8714,굿,1
16304,"겔s7엣지로 가입해서 계좌자체가 안만들어지고, 전화연결은 불가하고, 카카오톡 문의도 못써먹겠네ㅡㅡ 그냥 쓰던 케이은행만 쓸것임. 돈이 많으니 언론 플레이로 이슈만 됐지 몇  일 고생만 시키는 최악의 은행어플.",0
2697,수수료도없고 최고좋아여,1
7233,이 한가지로 금융해결했읍니다,1
